2439,37.561753,127.064931,6
2633,37.572528,126.959802,12
3111,37.577278,126.986966,16
2744,37.52045,126.914475,27
1007,37.523589,126.912169,31
3084,37.625852,126.81251,35
3109,37.484122,126.927974,44
2904,37.61358,127.037766,47
2613,37.534366,126.94336,50
3109,37.484122,126.927974,50
2439,37.561087,127.066014,54
3094,37.542225,126.902892,54
3109,37.484122,126.927974,57
3109,37.484122,126.927974,103
3111,37.577222,126.986911,106
2633,37.569917,126.962524,112
2744,37.522061,126.913447,117
3084,37.615381,126.814621,133
1007,37.515673,126.923169,134
2904,37.608414,127.030461,138
2439,37.559698,127.072542,145
3094,37.548641,126.911919,145
3111,37.576222,126.984855,148
2613,37.525422,126.953499,150
2633,37.56614,126.96608,154
3109,37.483955,126.927113,156
2744,37.530199,126.909169,207
2633,37.565918,126.966274,209
3084,37.60816,126.819787,223
2904,37.606386,127.031128,229
1007,37.515507,126.93925,234
3094,37.549891,126.914585,236
2439,37.55406,127.070681,238
3109,37.483788,126.926225,245
3111,37.575972,126.979911,246
2613,37.519785,126.965942,247
2633,37.56489,126.967385,257
2744,37.537198,126.901476,257
2633,37.56339,126.968524,312
3084,37.605355,126.81851,313
2904,37.604747,127.02935,320
3094,37.551807,126.917029,324
2439,37.548283,127.067654,327
1007,37.517368,126.945083,334
3109,37.483705,126.926336,336
3111,37.575917,126.974495,336
2744,37.543114,126.892504,339
2613,37.516007,126.980913,350
3084,37.599217,126.83012,403
2904,37.605247,127.024517,413
2439,37.54795,127.070264,415
2633,37.558391,126.97144,415
3094,37.552585,126.91814,415
3109,37.484038,126.928752,424
3111,37.579444,126.972356,426
1007,37.513424,126.958026,434
2744,37.547863,126.880366,437
2613,37.519452,126.995245,450
3084,37.588857,126.841174,453
2633,37.554975,126.972079,457
2904,37.608664,127.023128,503
2439,37.547977,127.070403,506
3094,37.554974,126.921223,506
3109,37.484066,126.928947,515
3111,37.581444,126.970912,516
2744,37.547141,126.875561,527
1007,37.507925,126.969636,531
3084,37.582219,126.852757,535
2613,37.526979,127.005605,550
2904,37.611524,127.022851,553
2439,37.54795,127.070403,554
3094,37.555085,126.921195,557
2633,37.550836,126.971968,600
2439,37.54795,127.070403,603
3109,37.484455,126.936668,606
3111,37.588776,126.968606,606
2744,37.548085,126.870228,617
3084,37.573137,126.868394,633
1007,37.502842,126.979191,634
2904,37.61233,127.0261,638
3111,37.589748,126.966579,642
2904,37.61233,127.0261,644
3094,37.555918,126.922279,645
2904,37.61233,127.0261,647
2904,37.612413,127.026128,650
2613,37.524618,127.015104,650
3111,37.593775,126.963829,653
2439,37.547394,127.074292,656
3109,37.484011,126.93764,657
2633,37.542893,126.972385,700
2744,37.549362,126.868256,707
3094,37.557196,126.924167,721
3084,37.56425,126.883865,723
1007,37.498426,126.986552,734
2904,37.612469,127.027461,743
3109,37.481761,126.947056,745
3111,37.597247,126.963329,746
2439,37.550088,127.075958,746
2613,37.514758,127.015298,747
2744,37.551112,126.86509,757
2633,37.542726,126.972441,800
3084,37.556362,126.895059,813
3094,37.55864,126.92625,814
2904,37.612385,127.0291,832
3109,37.481261,126.951806,833
1007,37.493705,126.989857,834
3111,37.599775,126.95844,836
2439,37.556282,127.079041,836
2744,37.551196,126.864757,839
2613,37.49901,127.020076,850
2633,37.538671,126.973496,900
3084,37.54878,126.905142,903
3094,37.55864,126.926334,904
2904,37.608664,127.030378,923
3111,37.596886,126.956469,926
2439,37.556726,127.079319,926
3109,37.481233,126.952389,926
1007,37.493066,126.990246,934
2744,37.553056,126.86059,937
2613,37.486706,127.024743,950
3084,37.544058,126.904864,953
3094,37.561862,126.927278,954
2633,37.531144,126.969525,1000
2904,37.605914,127.031211,1014
3111,37.596608,126.950414,1016
2439,37.558199,127.080069,1016
3109,37.478928,126.958638,1016
2744,37.555834,126.852785,1027
1007,37.4899,126.99219,1028
3084,37.53767,126.899198,1035
3094,37.566834,126.930944,1044
2613,37.472708,127.031131,1050
2439,37.560365,127.081235,1058
2904,37.600248,127.03385,1102
2633,37.525423,126.964164,1103
3111,37.595747,126.948886,1106
3109,37.477095,126.963388,1106
2744,37.553278,126.850841,1117
1007,37.486567,126.990052,1131
3084,37.536254,126.898115,1133
3094,37.569583,126.931305,1134
3111,37.591886,126.945109,1148
2613,37.460626,127.042631,1150
2904,37.594749,127.035739,1153
2439,37.562115,127.08218,1156
3109,37.475318,126.968415,1156
1007,37.486733,126.991079,1201
2633,37.522173,126.961526,1203
1007,37.486733,126.991079,1204
2744,37.553306,126.847536,1207
1007,37.486733,126.991079,1210
1007,37.486761,126.991107,1213
3094,37.572055,126.92925,1216
3084,37.536226,126.898115,1223
2744,37.553306,126.847619,1228
2744,37.553278,126.847814,1235
2744,37.553278,126.848008,1238
2904,37.593332,127.036155,1241
2439,37.562143,127.082207,1246
3111,37.592164,126.943498,1246
3109,37.476623,126.978692,1246
2613,37.448128,127.05413,1247
2633,37.514424,126.956471,1303
3084,37.53467,126.900226,1313
3094,37.576221,126.925639,1314
1007,37.485595,126.994912,1316
3109,37.475346,126.987497,1328
2744,37.55289,126.851397,1329
2904,37.588416,127.034794,1332
3111,37.587942,126.935804,1336
2439,37.56417,127.083346,1336
3084,37.533365,126.902642,1346
2613,37.434602,127.06549,1350
3084,37.533365,126.902614,1352
3084,37.533365,126.902614,1355
3084,37.533365,126.902614,1358
2633,37.510369,126.952832,1403
3094,37.577499,126.922667,1404
1007,37.489261,126.992662,1419
2744,37.553195,126.851647,1420
2904,37.583695,127.030378,1425
2439,37.56817,127.085596,1426
3109,37.474735,127.00119,1426
3111,37.579221,126.934055,1426
2633,37.510369,126.952832,1433
3084,37.532115,126.905475,1446
2613,37.422993,127.077156,1450
3094,37.577943,126.919834,1454
2633,37.503564,126.948333,1500
3084,37.532199,126.905475,1501
2439,37.568225,127.085623,1502
2744,37.554028,126.852063,1508
2439,37.568225,127.085651,1509
2904,37.578834,127.023824,1514
2439,37.568225,127.085651,1515
3111,37.572611,126.922667,1516
3109,37.477346,127.006661,1516
2439,37.568225,127.085651,1518
1007,37.49451,126.989329,1519
2744,37.554334,126.85248,1526
3094,37.582109,126.913779,1544
2613,37.4108,127.089266,1550
3084,37.533782,126.902226,1554
2904,37.578612,127.023463,1602
2633,37.503342,126.947944,1603
3109,37.481901,127.012633,1606
3111,37.565222,126.910113,1606
2439,37.565475,127.08404,1609
2904,37.578223,127.023046,1614
1007,37.496621,126.988052,1619
2744,37.552695,126.853285,1619
3094,37.583637,126.91164,1623
3094,37.583637,126.91164,1630
3094,37.583637,126.911612,1633
3094,37.583665,126.911584,1636
3084,37.531726,126.900059,1644
3111,37.56325,126.904391,1648
2613,37.40219,127.097988,1650
3109,37.483901,127.011633,1656
2439,37.562531,127.082374,1700
2633,37.501398,126.948972,1703
2904,37.576612,127.023157,1707
2744,37.549223,126.851091,1709
2633,37.501342,126.949028,1712
2633,37.501342,126.949028,1718
1007,37.497621,126.987441,1719
2633,37.501342,126.949028,1721
3094,37.582804,126.908418,1727
3084,37.528088,126.897365,1734
3109,37.484734,127.011244,1746
3111,37.560056,126.896087,1746
2613,37.395774,127.102432,1747
2439,37.562337,127.082263,1748
2904,37.572307,127.023268,1759
2744,37.545613,126.847536,1759
3094,37.57686,126.90203,1815
1007,37.497926,126.987246,1816
2633,37.496315,126.953722,1824
3084,37.526088,126.896754,1824
3109,37.491122,127.008105,1828
3111,37.552446,126.891309,1836
2439,37.559754,127.080874,1839
2439,37.559754,127.080874,1842
2904,37.571501,127.023324,1847
2744,37.543252,126.84537,1849
2613,37.393386,127.104015,1850
3094,37.576165,126.89417,1906
3084,37.521644,126.895643,1914
1007,37.49951,126.985357,1919
2633,37.501648,126.953527,1924
3109,37.491455,127.007772,1926
3111,37.543641,126.887449,1926
2439,37.558365,127.080124,1935
2904,37.568696,127.023407,1938
2744,37.541419,126.847231,1939
2613,37.388275,127.099183,1950
2744,37.541391,126.847203,1954
3084,37.521644,126.895643,1956
3094,37.579387,126.894586,1957
2744,37.541391,126.847203,2002
2744,37.541391,126.847231,2005
3109,37.497788,127.004828,2016
3111,37.533893,126.891727,2016
1007,37.499982,126.98483,2019
2633,37.506175,126.955388,2024
2439,37.557476,127.079597,2025
2904,37.565308,127.023213,2029
3094,37.581998,126.889948,2045
2613,37.388831,127.093517,2050
3084,37.51895,126.894977,2054
2744,37.542307,126.847231,2056
3109,37.505176,127.001883,2106
3111,37.525171,126.881978,2106
2744,37.542641,126.847314,2114
2439,37.557837,127.07818,2115
2904,37.565697,127.02038,2117
1007,37.510092,126.981774,2119
2633,37.506869,126.958554,2124
2744,37.54278,126.846897,2129
2904,37.565697,127.019824,2129
3094,37.582026,126.88992,2136
3084,37.515089,126.894032,2144
3111,37.516283,126.882228,2148
2613,37.390941,127.084045,2150
3109,37.507287,127.008716,2156
2744,37.544307,126.846314,2205
2439,37.56092,127.06932,2205
1007,37.520174,126.988829,2219
2904,37.565447,127.017352,2222
3094,37.580665,126.888864,2224
2633,37.506869,126.958554,2224
3084,37.513617,126.896171,2234
3109,37.507731,127.008827,2246
3111,37.505035,126.873868,2246
2613,37.391608,127.078574,2247
2439,37.562087,127.061348,2255
2744,37.547418,126.848897,2256
2904,37.565447,127.017297,2312
3094,37.580054,126.888003,2315
1007,37.51748,126.983024,2316
3084,37.511812,126.893477,2324
2633,37.507203,126.959332,2324
3109,37.509731,127.007772,2328
3111,37.494841,126.871313,2336
2439,37.562253,127.060154,2337
2744,37.550029,126.851786,2344
2613,37.391441,127.078435,2350
2904,37.565391,127.01663,2402
3094,37.578665,126.889587,2406
3084,37.509507,126.888755,2414
1007,37.519423,126.967581,2419
2633,37.507508,126.960943,2421
3111,37.486592,126.872896,2426
3109,37.513258,127.006577,2426
2744,37.553862,126.854008,2435
2439,37.565225,127.055099,2435
2613,37.391802,127.073102,2450
2904,37.565363,127.016575,2452
3084,37.507312,126.885783,2456
3094,37.577276,126.889365,2457
3109,37.51698,127.010327,2516
3111,37.487259,126.870313,2516
1007,37.524562,126.954693,2519
2613,37.391802,127.07313,2520
2613,37.391802,127.07313,2523
2744,37.552806,126.86059,2523
2633,37.506258,126.955138,2524
2439,37.565364,127.054904,2525
2613,37.391802,127.073157,2526
2613,37.391802,127.072963,2532
2904,37.564835,127.016075,2542
3094,37.577998,126.890531,2545
3084,37.507007,126.885256,2554
3109,37.517341,127.012076,2555
2744,37.552695,126.86084,2556
3109,37.517341,127.012076,2600
3109,37.517341,127.012076,2603
3109,37.517341,127.012076,2606
3111,37.492342,126.869452,2606
2439,37.56978,127.048933,2615
1007,37.534227,126.94636,2619
2904,37.560447,127.013881,2621
2633,37.503981,126.951805,2624
2613,37.391524,127.071602,2632
3094,37.578082,126.89067,2636
3084,37.502146,126.878729,2644
3111,37.493925,126.868174,2648
2744,37.548696,126.86334,2649
2633,37.502731,126.951861,2651
2633,37.502731,126.951861,2654
2633,37.502731,126.951861,2657
3109,37.516286,127.012077,2657
2633,37.502731,126.951861,2703
2439,37.571974,127.044405,2705
3111,37.494036,126.868147,2717
1007,37.541754,126.937444,2719
2904,37.559753,127.013492,2719
3111,37.494036,126.868147,2720
3094,37.578304,126.890753,2724
3111,37.494091,126.868147,2726
2613,37.391552,127.076574,2732
3084,37.499035,126.872368,2734
2744,37.547946,126.863062,2739
3109,37.515703,127.012743,2748
2439,37.57414,127.038378,2755
2633,37.504925,126.952583,2803
2904,37.55517,127.01077,2809
3111,37.494175,126.868369,2811
2744,37.546585,126.862646,2812
3111,37.494119,126.868424,2814
3094,37.578276,126.890892,2815
